acid,acname,asid
C10999,tactics,C2923
C11001,遙かなる時空のなかで 八葉抄,C2676
C11003,遊☆戯☆王 デュエルモンスターズ GX,C2116
C11005,双恋,C2924
C11007,BECK MONGORIAN CHOP SQUAD,C2925
C11009,ジパング,C2926
C11011,Rozen Maiden,C2927
C11013,機動戦士 ガンダム S［シード］ DESTINy,C2646
C11015,くじびきアンバランス（2004）,C2928
C11017,げんしけん,C2929
C11019,ブラックジャック,C1562
C11021,焼きたて!! ジャぱん,C2930
C11023,グレネーダー ほほえみの閃士,C2931
C11025,学園アリス,C2932
C11027,吟遊黙示録 マイネリーベ,C2935
C11029,メジャー,C2936
C11031,アニメ大忘年会祭り!!こち亀最終回!サザエまる子ルフィで両さん8年間ありがとうスペシャル,C2785
C11033,おれたちイジワルケイ,C2939
C11035,うさみみ玉手箱,C2942
C11037,コロッケ!［第2期］,C2721
C11039,いない いない ばあっ!［第9期］,C4102
C11041,パンツぱんくろう,C2943
C11043,おじゃる丸［第7期］,C2158
C11045,忍たま乱太郎［第12期］,C1462
C11047,えいごでいっしょ! WAKU★WAKU ペンギー★ DOKI▼DOKI アドベンチャー,C4205
C11049,みらくる! ぱんぞう,C2944
C11051,ぴりっとQ［第2期］,C1762
C11053,U.H.O. フューチャーレスキュー2061,C2946
C11055,GANTZ ［地上波未放送篇］,C2844
C11057,MUSHIOTOKO,C2947
C11059,［ぶんちゃかトリオ］,C2948
C11061,わたしのきもち[パイロット],C2949
C11063,まじかるカナン,C2983
C11065,DIGITALMONSTER X-EVOLUTION,C2231
C11067,Starship Operators,C2984
C11069,らいむいろ流奇譚 X［cross］ ～恋、教ヘテクダサイ。～,C2687
C11071,Xenosaga THE ANIMATION,C2985
C11073,AIR,C2970
C11075,トランスフォーマー ギャラクシーフォース,C6820
C11077,ギャラリーフェイク,C2986
C11079,好きなものは好きだからしｮうがない!!,C2987
C11081,アルティメットガール,C2988
C11083,だめっこどうぶつ,C2990
C11085,GIRLSブラボー second season,C2879
C11087,NePoS NaPoS,C2991
C11089,モンチッチ,C2992
C11091,JINKI:EXTEND,C2993
C11093,英國戀物語エマ,C3002
C11095,こみっくパーティーRevolution,C2468
C11097,LOVELESS,C3003
C11099,SPEED GRAPHER,C3004
C11101,勇者王ガオガイガーFINAL GRAND GLORIOUS GATHERING,C1971
C11103,バジリスク 甲賀忍法帖,C3005
C11105,わがまま☆フェアリー ミルモでポン! ちゃあみんぐ,C2599
C11106,ふしぎ星の★ふたご姫,C3007
C11108,おねがいマイメロディ,C7133
C11110,MÄR メルヘヴン MÄRCHEN AWAKENS ROMANCE,C3008
C11112,うえきの法則,C3009
C11114,エレメンタル ジェレイド,C3010
C11116,創聖のアクエリオン,C3012
C11119,アイシールド21,C2787
C11121,いちご100％,C2898
C11123,ガラスの仮面［新］,C6766
C11125,甲虫王者ムシキング 森の民の伝説,C3013
C11127,極上生徒会,C3014
C11129,フタコイ オルタナティブ,C2924
C11131,おでんくん The Adventure of Oden-kun[第1期],C3015
C11133,これが私の御主人様,C3016
C11135,ツバサ・クロニクル　年代記[第1期],C3017
C11137,ゾイド ジェネシス,C2286
C11139,ハチミツとクローバー,C3018
C11141,交響詩篇 エウレカセブン,C3019
C11143,新釈 戦国英雄伝説 眞田十勇士 ─The Animation─ ［シリーズ］,C4223
C11146,絶対少年,C3024
C11148,雪の女王,C3025
C11150,パタリロ 西遊記!,C5945
C11152,かみちゅ!,C3026
C11154,あまえ ないでよっ!!,C3028
C11156,機動新撰組 萌えよ剣TV,C3029
C11158,おくさまは 女子高生,C3030
C11160,FNS地球特捜隊 ダイバスター［スペシャル］,C3031
C11162,苺ましまろ,C3032
C11164,シュガシュガルーン,C3036
C11166,D.C.S.S. ～ダ・カーポ セカンドシーズン～,C2739
C11168,奥さまは 魔法少女 Bewitched Arnès,C3037
C11170,ぱにぽにだっしゅ!,C3038
C11172,ガン×ソード,C3039
C11174,プレイボール,C3040
C11176,涼風［すずか］,C3041
C11178,TIDE-LINE BLUE,C3042
C11180,SHUFFLE!,C3043
C11182,ぺとぺとさん,C3046
C11184,ひまわりっ!!,C3853
C11187,CLUSTER EDGE,C3944
C11189,Solty Rei,C3052
C11191,銀盤 カレイドスコープ,C3053
C11193,福島民話館 ねぇ みんな…2,C2755
C11195,韋駄天翔［イダテンジャンプ］,C3054
C11197,格闘美神 武龍［ウーロン］,C3055
C11199,魔法少女リリカルなのはA's,C2914
C11201,Canvas2 キャンバス2～虹色のスケッチ～,C3057
C11203,はっぴぃセブン ～ざ・テレビまんが～,C3058
C11205,アニマル横町,C3059
C11207,Angel Heart,C6942
C11209,capeta,C3060
C11211,ガンパレード・オーケストラ,C2698
C11213,地獄少女,C3061
C11215,闘牌伝説 アカギ 闇に舞い降りた天才,C3062
C11217,ARIA The ANIMATION,C3063
C11219,IGPX Immortal Grand Prix,C3064
C11221,こてんこてんこ,C3065
C11223,灼眼のシャナ,C3066
C11225,冒険王ビィト エクセリオン BEET THE VANDEL BUSTER,C2896
C11227,BLACK CAT,C3069
C11229,舞-乙HiME［マイオトメ］,C2897
C11231,BLOOD+,C2421
C11233,ラムネ,C3070
C11235,ノエイン もうひとりの君へ,C3071
C11237,Paradise kiss,C3072
C11239,Rozen Maiden träumend,C2927
C11241,蟲師,C3073
C11243,銀牙伝説WEED,C6862
C11245,かりん,C3074
C11247,ガイキング REGEND OF DAIKU-MARYU,C3523
C11249,スポンジ・ボブ,C3075
C11251,機動戦士 ガンダム S［シード］ DESTINY FINAL PLUS 選ばれた未来,C2646
C11253,南の島の小さな飛行機バーディー[第1期],C3077
C11255,蒼穹のファフナー Dead Aggressor RIGHT OF LEFT,C2884
C11257,モリゾーとキッコロ ［第2期］,C2841
C11259,サムライチャンプルー［セカンドシーズン］,C2870
C11261,こちら葛飾区 亀有公園前 派出所 [スペシャル] 走れ! 両津式チンチン電車 ～思い出の大次郎号～,C6832
C11263,ゴキブリちゃん,C4224
C11265,こちら葛飾区 亀有公園前 派出所 [スペシャル] 両津の 浅草リニューアル 大作戦!! ～あぁ 思い出の花やしき～,C6832
C11267,Hello Kittyりんごの森のミステリー,C7132
C11269,恋する天使 アンジェリーク ～かがやきの明日～,C2427
C11271,機動戦士 ガンダムS DESTINY [スペシャルエディション] 自由の代償,C2646
C11273,SHUFFLE!memories,C3043
C11275,MASTER of EPIC The AnimationAge,C3136
C11277,東京魔人學園剣風帖 龍*,C3137
C11279,京四郎と永遠の空,C3138
C11281,Saint October,C3139
C11283,デルトラクエスト,C3140
C11286,らき☆すた,C3198
C11288,怪物王女,C3199
C11290,風のスティグマ[風の聖痕],C3200
C11292,おおきく振りかぶって,C3202
C11294,おじゃる丸 満月ロード危機一髪,C2158
C11296,アニ*クリ15,C3204
C11298,爆丸バトルブローラーズ,C3185
C11300,Romeo×Juliet,C3186
C11302,かみちゃまかりん,C3187
C11304,鋼鉄三国志,C3188
C11306,DARKER THANBLACK黒の契約者,C3189
C11308,ぼくらの,C3197
C11309,電脳コイルCOIL A CIRCLE OF CHILDREN,C3205
C11310,風の少女エミリー,C3191
C11312,精霊の守り人,C3192
C11314,sola,C3193
C11316,地球[テラ]へ・・・,C4978
C11318,BLUE DRAGON,C3195
C11320,ラブ★コンLOVELY★COMPLEX,C3196
C11322,機動戦士ガンダム00,C3257
C11324,しゅごキャラ!,C3258
C11326,まめうしくん,C3259
C11328,ef -a tale of memories.,C3260
C11330,キミキスpure rouge,C3261
C11333,Yes!プリキュア5,C2833
C11335,古代王者恐竜キングDキッズ・アドベンチャー,C3150
C11337,ロケットガール,C3151
C11339,一騎当千Dragon Destiny,C2743
C11341,MOONLIGHTMILE1stシーズンLift off,C3153
C11343,REIDEEN,C3991
C11345,ひとひら,C3154
C11347,おねがいマイメロディすっきり♪,C7133
C11349,ロビー＆[と]ケロビー,C3161
C11351,ミュータントタートルズ,C3162
C11353,SUGAR BUNNIES,C3163
C11355,桃華月憚,C3164
C11357,SaintBeast光陰叙事詩天使譚,C2733
C11359,やさいのようせいN.Y. SALAD,C3165
C11361,Shining Tears X Wind,C3166
C11363,ゼロ デュエル・マスターズ,C2650
C11365,スパイダーライダーズよみがえる太陽,C3167
C11367,英國戀物語 エマ 第ニ幕,C3002
C11369,スカルマン,C3169
C11371,ゲゲゲの鬼太郎[第5作],C1556
C11373,天元突破グレンラガン,C3170
C11375,ハヤテのごとく!Hayate the combat butler,C3171
C11377,瀬戸の花嫁,C3172
C11379,ヒロイック・エイジ,C3173
C11381,魔法少女リリカルなのはStrikerS,C2914
C11383,アイドルマスターXENOGLOSSIA,C3174
C11385,エル・カザドEL CAZADOR DE LA BRUJA,C3175
C11387,OverDrive,C3176
C11389,大江戸ロケット,C3177
C11391,キスダムENGAGE planet,C3178
C11393,CLAYMORE,C3180
C11395,この青空に約束を─～ようこそつぐみ寮へ～,C3181
C11397,神曲奏界ポリフォニカ,C3182
C11399,機神大戦ギガンティック・フォーミュラ,C3183
C11401,鋼鉄神ジーグ,C3423
C11403,ながされて藍蘭島,C3184
C11406,トレジャーガウスト,C3207
C11408,Devil May Cry,C3208
C11410,湾岸MIDNIGHT,C3209
C11412,鉄子の旅,C3210
C11414,CODE-E,C3211
C11416,ドージンワーク,C3213
C11418,はぴはぴクローバー,C3214
C11420,ファイテンション ☆ スクール[番組枠],C3148
C11422,コードギアス 反逆のルルーシュSTAGE24＆25スペシャル,C3909
C11424,ななついろ★ドロップスFirst love that encompasses you,C3217
C11426,ケンコー全裸系水泳部ウミショー,C3218
C11428,School Days,C3219
C11430,ZOMBIE-LOAN,C3220
C11432,BUZZER BEATER,C2997
C11434,スカイガールズ,C3125
C11436,ひぐらしのなく頃に解,C3837
C11438,ムシウタ Dreamer's hopeless and intense desire.,C3221
C11440,ぽてまよ,C3222
C11442,さよなら絶望先生,C3224
C11444,ゼロの使い魔双月の騎士,C3871
C11446,もえたん,C3225
C11448,モノノ怪,C3226
C11450,シグルイ,C3227
C11452,BACCANO!,C3228
C11454,ルパン三世 霧のエリューシヴ,C2445
C11456,ピアノの森,C3229
C11458,戦争童話ふたつの胡桃,C3231
C11460,ミヨリの森,C3232
C11462,デスノート・ディレクターズカット完全決着版～リライト・幻視する神～,C3898
C11464,シャンプー王子,C3237
C11466,D.C.Ⅱ～ダ・カーポⅡ～,C2739
C11468,Hello Kitty りんごの森とパラレルタウン,C7132
C11470,デュエル・マスターズゼロ,C2650
C11472,天才?Dr.ハマックス,C3238
C11474,やっとかめ探偵団,C3239
C11476,PRISM ARK,C3240
C11478,こどものじかん,C3303
C11480,サンリオぽこあぽこ,C3241
C11483,一期一会恋バナ友バナ,C3242
C11485,スケッチブック～full color'S～,C3243
C11487,バンブーブレード,C3244
C11489,BLUE DROP 天使達の戯曲,C3246
C11491,逆境無頼カイジUltimate Survivor,C3247
C11493,素敵探偵ラビリンス,C3248
C11495,ナイトウィザードThe ANIMATION,C3249
C11498,Myself;Yourself,C3250
C11500,魔人探偵脳噛ネウロ,C3251
C11502,もっけ,C3252
C11504,ご愁傷さま二ノ宮くん,C3253
C11506,DRAGONAUT-THE RESONANCE-,C3254
C11508,CLANNAD,C3235
C11510,灼眼のシャナ Ⅱ[Second],C3066
C11512,逮捕しちゃうぞフルスロットル,C1695
C11514,はたらキッズ マイハム組,C3262
C11516,ぷるるんっ! しずくちゃん あはっ☆,C3917
C11519,ファイテンション☆テレビ,C3148
C11521,ペンギン の問題,C3347
C11523,Rocket!ぼくらを月につれてって新・月世界旅行,C3348
C11525,家電漫才ジョンテレビSHOW,C3349
C11527,はっけん たいけんだいすき!しまじろう,C1497
C11529,ファイアボール,C3350
C11531,秘密[トップシークレット]The Revelation,C3351
C11533,カイバ,C3352
C11536,ヴァンパイア騎士[ナイト]Guilty,C3365
C11538,紅 KURENAI,C3341
C11540,ToLOVEる,C3342
C11542,あまつき,C3343
C11544,SUGAR BUNNIESショコラ!,C3163
C11547,あやまるアニマル,C3344
C11549,ef-a tale of melodies.,C3260
C11551,Disneyスティッチ!,C3429
C11553,伯爵と妖精,C3430
C11555,Maple Story,C3263
C11557,獣神演武 HERO TALES,C3264
C11559,みなみけ,C3265
C11561,レンタル×マギカ,C3266
C11563,げんしけん2,C2929
C11565,もやしもんTALES OF AGRICULTURE,C3269
C11567,しおんの王The Powers of Hard Blood,C3270
C11569,神霊狩/GHOST HOUND,C3271
C11571,ボノロン～不思議な森のいいつたえ～,C3275
C11573,ゆめだまや奇談,C3276
C11575,流星のロックマントライブ,C2583
C11577,エレキングthe Animation,C3277
C11579,金田一少年の事件簿 SP[スペシャル],C1904
C11581,20th Anniversaryああっ女神さまっ闘う翼,C1507
C11583,AYAKASHI,C3280
C11585,遙かなる時空[とき]の中で3紅の月,C2676
C11587,おしゃべりなちゅどんズ,C3287
C11589,やっこはん姉妹,C3288
C11591,H2O～FOOTPRINTS IN THE SAND～,C3318
C11593,全力ウサギ,C3319
C11595,破天荒遊戯,C3320
C11599,attacked kuma3[第1期],C3322
C11601,君が主で執事が俺でThey are my noble Masters,C3324
C11603,シゴフミ,C3325
C11605,true tears,C3326
C11607,のらみみ,C3327
C11609,教えて! 土管くん,C4277
C11611,onちゃん[第1期],C2749
C11613,ロザリオとバンパイア,C3328
C11615,【俗・】さよなら絶望先生,C3224
C11617,ポルフィの長い旅,C3329
C11619,みなみけ おかわり,C3265
C11621,ARIAThe ORIGINATION,C3063
C11623,GUNSLINGER GIRL.IL TEATRINO,C2776
C11625,狼と香辛料,C3330
C11627,墓場鬼太郎,C1556
C11629,もえがく★5,C3331
C11631,ヤッターマン,C3767
C11633,アニメ・電脳コイル 電脳コイルとは一体何なのか!?これを見れば全てがわかるシリーズ全26話の完全ダイジェスト版!,C3205
C11635,古代王者 恐竜キング Dキッズ・アドベンチャー 翼竜伝説,C3150
C11637,Mnemosyne-ムネモシュネの娘たち─,C3333
C11639,Ruby Gloom,C3335
C11641,Yes!プリキュア5 Go Go!,C2833
C11643,BUS GAMER,C3337
C11645,増田こうすけ劇場ギャグマンガ日和3,C4173
C11647,チーズスイートホーム,C3338
C11649,リトル・チャロ,C3339
C11651,おべとも学園[第1期],C3340
C11652,かのこん,C3346
C11654,デュエル・マスターズ クロス,C2650
C11655,忍者玉丸,C3353
C11656,Qファイターズ!チョロQデッキシステム,C3383
C11658,Mission E,C3211
C11660,天体戦士サンレッド,C3420
C11662,イナズマイレブン,C3421
C11664,THE UNKNOWN GIRL FRIENDケメコデラックス!,C3422
C11666,とある魔術の禁書目録[インデックス],C3424
C11668,ライブオンCARDLIVER 翔[かける],C3425
C11670,喰霊-零-,C3426
C11672,今日の5の2,C3113
C11674,スキップ・ビート!,C3427
C11676,まかでみWAっしょい!,C3428
C11677,東のエデン Air Communication,C3507
C11679,初恋限定。[ハツコイリミテッド],C3508
C11681,遊☆戯☆王5D'S,C2116
C11683,アリソンとリリア,C3354
C11684,のだめカンタービレ巴里編,C3145
C11686,純情ロマンチカ2,C3372
C11687,戦国BASARA,C3511
C11689,けいおん!,C3513
C11691,バスカッシュ!,C3514
C11693,PandoraHearts,C3515
C11695,Phantom Requiem for the Phantom,C3516
C11697,聖剣の刀鍛冶[ブラックスミス],C3557
C11699,そらのおとしもの,C3558
C11701,チェブラーシカあれれ?,C3559
C11703,リストランテ・パラディーゾ,C3506
C11706,xxxHOLiC◆継[ケイ],C3049
C11708,マクロスF[フロンティア],C6156
C11710,THE ANIMATIONドルアーガの塔the Aegis of URUK,C3355
C11712,BLUE DRAGON天界の七竜,C3195
C11714,おねがい マイメロディ きららっ★,C7133
C11716,仮面のメイドガイ,C3357
C11718,コードギアス反逆のルルーシュ R2,C3909
C11720,絶対可憐チルドレン,C3358
C11722,D.C.Ⅱ S.S.,C2739
C11724,ネットゴーストPIPOPA,C3359
C11726,BLASSREITER,C3360
C11728,S・Aスペシャル・エー,C3361
C11730,SOUL・EATER,C3362
C11732,隠の王,C3363
C11734,Neo AngeliqueAbyss,C2427
C11736,我が家のお稲荷さま。,C3364
C11738,ヴァンパイア騎士[ナイト],C3365
C11740,うちの3姉妹,C3366
C11742,モノクローム・ファクター,C3368
C11744,RD 潜脳調査室,C3369
C11746,CRYSTAL BLAZE,C3370
C11748,純情ロマンチカ,C3372
C11750,図書館戦争,C3373
C11752,ゴルゴ13,C6623
C11754,狂乱家族日記,C3374
C11756,二十面相の娘,C3375
C11758,ヤッターマン限定版 今夜限りのドロンボーVSみのもんた!アナタも一緒に脳力対決!ガッチャマンやマッハ号も登場SPだコロン!,C3767
C11760,RoBoDz風雲篇,C3376
C11762,一騎当千Great Guardians,C2743
C11764,テレパシー少女❤蘭,C3377
C11766,ULTRAVIOLETCode 044,C3380
C11768,スケアクロウマンSCARECROWMAN THE ANIMATION,C3381
C11770,タカネの自転車,C3382
C11772,ゼロの使い魔三美姫の輪舞[プリンセッセ][ロンド],C3871
C11774,WORLDDESTRUCTION世界撲滅の六人,C3384
C11776,恋姫†無双,C3385
C11778,無限の住人BLADEOF THE IMMORTAL,C3386
