パッケージID,ゲームパッケージの発売日,価格,プラットフォーム名
M747413,2004-04-29,6090.0,Xbox
M757232,2004-04-29,5040.0,ゲームボーイアドバンス
M720235,2004-04-29,5800.0,ニンテンドーゲームキューブ
M763965,2004-04-29,6279.0,プレイステーション2
M761320,2004-04-30,5040.0,ゲームボーイアドバンス
M741386,2004-05-06,5040.0,プレイステーション2
M760616,2004-05-13,5040.0,ゲームボーイアドバンス
M719867,2004-05-13,6279.0,プレイステーション2
M737660,2004-05-13,6800.0,プレイステーション
M737661,2004-05-13,6800.0,プレイステーション
M743039,2004-05-13,2100.0,プレイステーション2
M719807,2004-05-20,7140.0,プレイステーション2
M720234,2004-05-20,2100.0,プレイステーション2
M720233,2004-05-20,6800.0,プレイステーション2
M752270,2004-05-20,5040.0,Xbox
M747729,2004-05-20,7140.0,Xbox
M757520,2004-05-20,5040.0,Xbox
M719957,2004-05-20,2000.0,プレイステーション2
M719866,2004-05-20,2100.0,プレイステーション2
M722024,2004-05-20,2800.0,ニンテンドーゲームキューブ
M749210,2004-05-20,3990.0,ゲームボーイアドバンス
M745884,2004-05-20,7140.0,プレイステーション2
M765376,2004-05-20,6090.0,プレイステーション2
M755053,2004-05-21,2000.0,ゲームボーイアドバンス
M722286,2004-05-21,6090.0,MicrosoftWindows
M720232,2004-05-21,2000.0,ゲームボーイアドバンス
M755052,2004-05-21,2000.0,ゲームボーイアドバンス
M755055,2004-05-21,2000.0,ゲームボーイアドバンス
M720231,2004-05-21,2000.0,ゲームボーイアドバンス
M755051,2004-05-21,2000.0,ゲームボーイアドバンス
M755050,2004-05-21,2000.0,ゲームボーイアドバンス
M755054,2004-05-21,2000.0,ゲームボーイアドバンス
M720229,2004-05-21,2000.0,ゲームボーイアドバンス
M720230,2004-05-21,4900.0,ゲームボーイアドバンス
M722285,2004-05-21,2000.0,MicrosoftWindows
M742170,2004-05-24,2625.0,プレイステーション2
M760665,2004-05-27,3900.0,プレイステーション2
M720228,2004-05-27,5040.0,プレイステーション2
M759010,2004-05-27,9240.0,プレイステーション2
M764630,2004-05-27,6800.0,Xbox
M745459,2004-05-27,10290.0,プレイステーション2
M762251,2004-05-27,6090.0,プレイステーション2
M737765,2004-05-27,7140.0,プレイステーション2
M764693,2004-05-27,7140.0,プレイステーション2
M720227,2004-05-27,8379.0,プレイステーション2
M749233,2004-05-27,5040.0,ゲームボーイアドバンス
M762018,2004-05-27,6279.0,プレイステーション2
M720226,2004-05-27,3800.0,プレイステーション2
M746785,2004-05-27,7140.0,プレイステーション2
M720225,2004-05-27,4179.0,プレイステーション2
M740713,2004-05-27,4800.0,ゲームボーイアドバンス
M759009,2004-05-27,7140.0,プレイステーション2
M746786,2004-05-27,9240.0,プレイステーション2
M754522,2004-05-27,8190.0,プレイステーション2
M722283,2004-05-27,6090.0,プレイステーション2
M744034,2004-05-27,7140.0,プレイステーション2
M720223,2004-05-27,6800.0,プレイステーション2
M761526,2004-05-27,2940.0,プレイステーション2
M766140,2004-05-27,2940.0,プレイステーション2
M720222,2004-05-27,3800.0,プレイステーション2
M720224,2004-05-27,6090.0,プレイステーション2
M722284,2004-05-27,3990.0,プレイステーション2
M720221,2004-05-27,5800.0,ニンテンドーゲームキューブ
M763302,2004-05-27,7140.0,Xbox
M719955,2004-05-27,6800.0,プレイステーション2
M744113,2004-05-27,19950.0,Xbox
M719956,2004-05-27,3800.0,プレイステーション2
M761641,2004-05-27,5040.0,プレイステーション2
M742171,2004-05-27,2625.0,プレイステーション2
M764639,2004-05-27,7140.0,プレイステーション2
M718929,2004-05-28,8800.0,MicrosoftWindows
M751137,2004-05-31,4200.0,ワンダースワン
M743054,2004-06-03,2100.0,プレイステーション2
M762519,2004-06-03,6279.0,プレイステーション2
M719806,2004-06-03,7140.0,プレイステーション2
M720220,2004-06-10,4800.0,ゲームボーイアドバンス
M722282,2004-06-10,3800.0,プレイステーション2
M722280,2004-06-10,2940.0,プレイステーション2
M734796,2004-06-10,3990.0,プレイステーション2
M761739,2004-06-10,2940.0,プレイステーション2
M763173,2004-06-10,6090.0,プレイステーション2
M761593,2004-06-10,7140.0,プレイステーション2
M722281,2004-06-10,3990.0,プレイステーション2
M758370,2004-06-10,7140.0,Xbox
M722279,2004-06-10,5040.0,プレイステーション2
M755029,2004-06-17,2940.0,プレイステーション2
M719954,2004-06-17,6800.0,プレイステーション2
M750594,2004-06-17,3800.0,ゲームボーイアドバンス
M720219,2004-06-17,5040.0,ゲームボーイアドバンス
M720218,2004-06-17,4935.0,プレイステーション2
M741593,2004-06-17,6800.0,ドリームキャスト
M720216,2004-06-17,6090.0,プレイステーション2
M741594,2004-06-17,7140.0,プレイステーション2
M721274,2004-06-17,2940.0,プレイステーション2
M746864,2004-06-17,7140.0,プレイステーション2
M750591,2004-06-17,3800.0,ゲームボーイアドバンス
M752956,2004-06-24,3129.0,プレイステーション2
M745778,2004-06-24,6800.0,ドリームキャスト
M734192,2004-06-24,18690.0,プレイステーション2
M763513,2004-06-24,9954.0,プレイステーション2
M719864,2004-06-24,9240.0,プレイステーション2
M745779,2004-06-24,7800.0,ドリームキャスト
M745666,2004-06-24,8379.0,プレイステーション2
M722023,2004-06-24,7329.0,プレイステーション2
M721273,2004-06-24,2000.0,プレイステーション2
M762779,2004-06-24,7854.0,プレイステーション2
M738352,2004-06-24,7140.0,プレイステーション2
M720212,2004-06-24,6090.0,ゲームボーイアドバンス
M720213,2004-06-24,7140.0,プレイステーション2
M720214,2004-06-24,4725.0,プレイステーション2
M719953,2004-06-24,7329.0,プレイステーション2
M720215,2004-06-24,7140.0,プレイステーション2
M720811,2004-06-24,7140.0,プレイステーション2
M751324,2004-06-24,,プレイステーション
M722277,2004-06-24,7140.0,プレイステーション2
M722276,2004-06-24,6279.0,ゲームボーイアドバンス
M745543,2004-06-24,7140.0,プレイステーション2
M761293,2004-06-24,8904.0,プレイステーション2
M734133,2004-06-24,5040.0,ゲームボーイアドバンス
M757566,2004-06-24,4800.0,Xbox
M765684,2004-06-24,6090.0,プレイステーション2
M738353,2004-06-24,8925.0,プレイステーション2
M762962,2004-06-24,7140.0,プレイステーション2
M742389,2004-06-24,2100.0,プレイステーション2
M742390,2004-06-24,2100.0,プレイステーション2
M759468,2004-06-25,5040.0,ゲームボーイアドバンス
M722275,2004-06-26,7140.0,ニンテンドーゲームキューブ
M754324,2004-06-26,7140.0,プレイステーション2
M754325,2004-06-26,5040.0,ゲームボーイアドバンス
M720211,2004-07-01,4800.0,ゲームボーイアドバンス
M764557,2004-07-01,7140.0,プレイステーション2
M722022,2004-07-01,7140.0,プレイステーション2
M737081,2004-07-01,8190.0,プレイステーション2
M737080,2004-07-01,7140.0,プレイステーション2
M757901,2004-07-01,7140.0,プレイステーション2
M760539,2004-07-01,8190.0,プレイステーション2
M746676,2004-07-01,6090.0,プレイステーション2
M722274,2004-07-01,10290.0,プレイステーション2
M735163,2004-07-02,13800.0,MicrosoftWindows
M735160,2004-07-02,7800.0,MicrosoftWindows
M720810,2004-07-08,2800.0,プレイステーション2
M720208,2004-07-08,1800.0,プレイステーション2
M722020,2004-07-08,7140.0,プレイステーション2
M753531,2004-07-08,3800.0,プレイステーション2
M720209,2004-07-08,1799.0,プレイステーション2
M722273,2004-07-08,1890.0,プレイステーション2
M719952,2004-07-08,3990.0,プレイステーション2
M719863,2004-07-08,7140.0,Xbox
M720207,2004-07-08,3800.0,プレイステーション2
M752097,2004-07-08,6279.0,プレイステーション2
M759590,2004-07-08,3150.0,プレイステーション2
M758286,2004-07-08,2800.0,プレイステーション2
M720809,2004-07-08,2100.0,プレイステーション2
M720206,2004-07-08,7140.0,ニンテンドーゲームキューブ
M720808,2004-07-08,2709.0,プレイステーション2
M729513,2004-07-10,2800.0,プレイステーション
M752222,2004-07-15,4800.0,ゲームボーイアドバンス
M738164,2004-07-15,6090.0,プレイステーション2
M720205,2004-07-15,7329.0,プレイステーション2
M722272,2004-07-15,3129.0,プレイステーション2
M751689,2004-07-15,6090.0,ゲームボーイアドバンス
M748887,2004-07-15,39800.0,ネオジオ
M746590,2004-07-15,5040.0,ゲームボーイアドバンス
M754331,2004-07-15,3129.0,プレイステーション2
M752237,2004-07-15,5040.0,Xbox
M757915,2004-07-15,5000.0,ゲームボーイアドバンス
M719862,2004-07-15,7329.0,プレイステーション2
M741093,2004-07-15,3129.0,プレイステーション2
M759792,2004-07-15,2940.0,プレイステーション2
M745715,2004-07-15,6090.0,プレイステーション2
M754335,2004-07-15,3129.0,プレイステーション2
M762254,2004-07-15,3150.0,プレイステーション2
M720204,2004-07-16,5040.0,ゲームボーイアドバンス
M722271,2004-07-16,5040.0,ゲームボーイアドバンス
M756171,2004-07-18,1799.0,プレイステーション2
M745689,2004-07-22,5040.0,Xbox
M720199,2004-07-22,7329.0,プレイステーション2
M720202,2004-07-22,5040.0,ゲームボーイアドバンス
M720198,2004-07-22,5040.0,ゲームボーイアドバンス
M760469,2004-07-22,5040.0,ゲームボーイアドバンス
M720201,2004-07-22,4725.0,プレイステーション2
M720200,2004-07-22,2000.0,プレイステーション2
M720203,2004-07-22,7329.0,プレイステーション2
M740921,2004-07-22,17540.0,ゲームボーイアドバンス
M719861,2004-07-22,7140.0,プレイステーション2
M734166,2004-07-22,8800.0,プレイステーション2
M744088,2004-07-22,5040.0,Xbox
M719951,2004-07-22,7140.0,プレイステーション2
M756812,2004-07-22,5040.0,Xbox
M734165,2004-07-22,3990.0,プレイステーション2
M755997,2004-07-22,5800.0,ニンテンドーゲームキューブ
M719860,2004-07-22,7140.0,プレイステーション2
M740751,2004-07-22,2940.0,プレイステーション2
M751955,2004-07-22,5040.0,ゲームボーイアドバンス
M762269,2004-07-22,2100.0,プレイステーション2
M759658,2004-07-22,2100.0,プレイステーション2
M752071,2004-07-22,2940.0,プレイステーション2
M719859,2004-07-22,6800.0,プレイステーション2
M734278,2004-07-23,5040.0,ゲームボーイアドバンス
M720197,2004-07-24,5040.0,ゲームボーイアドバンス
M761879,2004-07-29,2940.0,プレイステーション2
M738907,2004-07-29,7140.0,プレイステーション2
M744523,2004-07-29,7140.0,プレイステーション2
M763538,2004-07-29,6800.0,Xbox
M766376,2004-07-29,9240.0,プレイステーション2
M765296,2004-07-29,2940.0,プレイステーション2
M766375,2004-07-29,7140.0,プレイステーション2
M737423,2004-07-29,6090.0,プレイステーション2
M722270,2004-07-29,6090.0,ゲームボーイアドバンス
M748861,2004-07-29,7140.0,プレイステーション2
M751732,2004-07-29,7140.0,ニンテンドーゲームキューブ
M751733,2004-07-29,6800.0,Xbox
M751734,2004-07-29,7140.0,プレイステーション2
M720195,2004-07-29,7140.0,プレイステーション2
M759145,2004-07-29,6090.0,プレイステーション2
M760134,2004-07-29,7140.0,プレイステーション2
M752790,2004-07-29,5040.0,ゲームボーイアドバンス
M742172,2004-07-29,2625.0,プレイステーション2
M719950,2004-07-29,7140.0,プレイステーション2
M720194,2004-07-29,7140.0,プレイステーション2
M760199,2004-07-29,5040.0,ゲームボーイアドバンス
M760293,2004-07-29,7140.0,プレイステーション2
M758804,2004-07-29,6279.0,ゲームボーイアドバンス
M762606,2004-07-29,7140.0,ニンテンドーゲームキューブ
M720196,2004-07-29,7329.0,プレイステーション2
M764695,2004-07-29,3150.0,プレイステーション2
M761735,2004-08-05,1575.0,プレイステーション2
M719948,2004-08-05,4800.0,プレイステーション2
M719949,2004-08-05,7140.0,プレイステーション2
M748942,2004-08-05,7329.0,プレイステーション2
M764652,2004-08-05,4800.0,ゲームボーイアドバンス
M719947,2004-08-05,6090.0,プレイステーション2
M752059,2004-08-05,5040.0,ゲームボーイアドバンス
M759100,2004-08-05,2940.0,プレイステーション2
M749191,2004-08-05,3129.0,プレイステーション2
M761501,2004-08-05,2940.0,プレイステーション2
M722019,2004-08-05,4725.0,プレイステーション2
M722269,2004-08-05,2000.0,プレイステーション2
M722018,2004-08-05,7329.0,プレイステーション2
M720191,2004-08-05,2940.0,プレイステーション2
M720190,2004-08-05,2940.0,プレイステーション2
M745905,2004-08-05,5040.0,ゲームボーイアドバンス
M742148,2004-08-05,5040.0,ゲームボーイアドバンス
M722017,2004-08-05,7140.0,プレイステーション2
M766779,2004-08-05,2800.0,プレイステーション2
M754717,2004-08-05,5040.0,ゲームボーイアドバンス
M720189,2004-08-05,2940.0,プレイステーション2
M766651,2004-08-05,6090.0,プレイステーション2
M720188,2004-08-05,2800.0,プレイステーション2
M720187,2004-08-05,1800.0,プレイステーション2
M740714,2004-08-05,7140.0,プレイステーション2
M720185,2004-08-05,7140.0,プレイステーション2
M732465,2004-08-05,7140.0,プレイステーション2
M720184,2004-08-05,2800.0,プレイステーション2
M720182,2004-08-05,5040.0,ゲームボーイアドバンス
M734552,2004-08-05,3150.0,プレイステーション2
M744388,2004-08-05,3800.0,プレイステーション2
M719858,2004-08-05,7329.0,プレイステーション2
M719857,2004-08-05,6090.0,プレイステーション2
M760383,2004-08-05,2940.0,プレイステーション2
M722266,2004-08-05,2380.0,プレイステーション2
M756583,2004-08-05,3800.0,プレイステーション2
M722267,2004-08-05,2940.0,プレイステーション2
M761736,2004-08-05,1575.0,プレイステーション2
M722268,2004-08-05,2100.0,プレイステーション2
M722265,2004-08-05,1800.0,プレイステーション2
M759172,2004-08-06,5980.0,ゲームボーイアドバンス
M759176,2004-08-06,5040.0,ゲームボーイアドバンス
M759177,2004-08-06,6279.0,ゲームボーイアドバンス
M757465,2004-08-06,5040.0,ゲームボーイアドバンス
M722264,2004-08-06,2400.0,MicrosoftWindows
M755046,2004-08-10,2000.0,ゲームボーイアドバンス
M720181,2004-08-10,2000.0,ゲームボーイアドバンス
M719856,2004-08-10,2000.0,ゲームボーイアドバンス
M720180,2004-08-10,2000.0,ゲームボーイアドバンス
M720179,2004-08-10,2000.0,ゲームボーイアドバンス
M755044,2004-08-10,2000.0,ゲームボーイアドバンス
M755047,2004-08-10,2000.0,ゲームボーイアドバンス
