アニメ作品ID,アニメ作品名,放送曜日,合計話数
C12977,PiNMeN ［リワーク］,金,8
C12799,忍たま 乱太郎 [第8期],金,16
C14676,おんがく♪ 世界りょこう,金,2
C12801,いない いないばあっ!［第5期］,金,6
C14673,いない いない ばあっ![第16期],金,22
C12805,タイニー トゥーンズ,金,2
C12813,おじゃる丸[第4期],金,18
C12771,はりもぐハーリー[第2期],金,12
C12815,忍たま乱太郎［第9期］,金,18
C14669,忍たま 乱太郎 [第21期],金,15
C12819,いない いない ばあっ!［第6期］,金,20
C12831,いない いない ばあっ!［第10期］,金,18
C12837,オトナ語の謎。,金,24
C14663,超次元ゲイム ネプテューヌ THE ANIMATION,金,12
C12840,Mr.Digital TOKORO the comical cartoon [第2期],金,24
C9156,あずきちゃん,金,1
C12844,ムービングマンガ劇場 恐怖の夢路館,金,3
C14677,額縁をくぐって物語の中へ　[スペシャル],金,1
C12715,スペースオズの冒険,金,1
C14697,新しい生物,金,1
C12639,ドラえもん［新・第2期］,金,574
C12641,絶体絶命 でんぢゃらす じーさん [第3期],金,15
C12645,ななみちゃん ［第2期］,金,15
C9179,クマのプー太郎,金,36
C14689,はなかっぱ[第2期],金,10
C12757,あずきちゃん[第2期],金,1
C12659,機動戦士ガンダム00[ダブルオー][第2期],金,1
C9174,新機動戦記ガンダムW,金,49
C16177,リルリルフェアリル ～魔法の鏡～,金,32
C14683,だじゃれ パラパラ,金,3
C12681,ドラえもん［新］,金,217
C9172,十二戦支爆烈エトレンジャー,金,39
C12701,ひとりでできるもん!［第1期］,金,19
C9176,スレイヤーズ,金,26
C14659,踊り子【クリノッペ】,金,26
C14656,おじゃる丸[第16期],金,14
C12848,ミニモニ。やるのだぴょん,金,14
C12923,10本アニメ,金,1
C12929,ケロケロキングデラックス プラス,金,6
C9088,D・N・A2 ～何処かでなくしたあいつのアイツ～,金,12
C9082,忍たま乱太郎 第2期,金,24
C12939,ミニモニ。じゃてーびぃー,金,3
C14634,カルルと ふしぎな塔[シリーズ],金,24
C14637,クッキンアイドル アイ!マイ! まいん![第2期],金,15
C12941,GAD GUARD ［完全版］,金,17
C12945,トムトム★ブー,金,4
C12947,ハムハムとボク,金,1
C14629,EDDIE THE FAST BREAK,金,1
C14628,ウチュレイ![2010夏],金,4
C9080,親子クラブ,金,13
C14627,いない いない ばあっ![第15期],金,22
C12943,絶体絶命 でんぢゃらす じーさん ［第1期］,金,23
C12921,てれび絵本,金,73
C12919,いない いない ばあっ!［第8期］,金,17
C14640,ケツ犬,金,3
C12852,納涼発明大学 ～エジソンになれなかった男達～,金,1
C14655,エんエんニコリ,金,1
C14652,とある科学の 超電磁砲[レールガン] S,金,23
C14984,ＲＡＩＬＷＡＲＳ!,金,12
C14649,[ストロー びゅるる],金,1
C12876,でこぼこフレンズ,金,7
C14648,10秒チョットのアニメ,金,4
C12888,レッチュ ゲッチュ サルゲッチュ,金,24
C12890,FRAMY,金,1
C14647,J.ブンガク　世界が愛した ニホンの感性　[第2期],金,1
C9102,真拳伝説タイトロード,金,12
C12896,よばれてとびでて! アクビちゃん［第2期］,金,2
C9096,キャプテン翼J,金,47
C12914,マーメイドメロディー ぴちぴちピッチ,金,1
C16191,キャッチーくんの ナイス キャッチ!,金,13
C9066,学校のコワイうわさ 花子さんがきた!! [第1期],金,4
C13277,ウスペラーズ,金,1
C14541,森のレシオ,金,1
C8903,カリメロ（新）,金,3
C13934,キルミーベイベー,金,13
C13607,C THE MEMORY OF SOUL AND POSSIBILITY CONTROL,金,11
C13930,新 テニスの 王子様,金,4
C8726,おてんきボーイズ,金,22
C13927,アマガミ SS +[plus],金,13
C13611,Droronえん魔くん メ～ラめら,金,12
C13936,ハイスクール DXD,金,12
C13617,GOSICK,金,1
C13626,MARVEL BLADE,金,13
C13628,P4 Persona4 the ANIMATION,金,25
C13645,額縁をくぐって物語の中へ　[シリーズ],金,20
C13887,輪るピングドラム,金,24
C13885,夢喰いメリー,金,13
C8722,アニメ ひみつの花園,金,39
C13620,IS インフィニット・ストラトス,金,12
C13879,魔法少女まどか★マギカ,金,12
C13939,リコーダーと ランドセル ド♪,金,13
C13603,BLOOD-C,金,12
C13982,妖狐×僕SS[いぬ×ぼく シークレットサービス],金,12
C8760,ゲンジ通信あげだま,金,51
C13547,フラクタル,金,11
C13553,MARVEL X-MEN,金,12
C13971,ふしぎのヤッポ島　プキプキとポイ,金,5
C13560,イナズマイレブン GO,金,1
C8633,ふしぎの海のナディア,金,39
C13570,"戦姫絶唱 シンフォギア Meteoroid-falling, burning, and disappear, then...",金,13
C13966,PSYCHO-PASS,金,22
C8728,ハローESCARGOT島,金,20
C13581,うっかりペネロペ[第2期],金,4
C13583,ちーすい丸,金,22
C13585,おじゃる丸[第13期],金,11
C13601,Aチャンネル A-CHANNEL THE ANIMATION,金,12
C13573,パッコロリン,金,26
C13650,THE iDOLM@STER,金,25
C13875,僕は友達が少ない,金,12
C13873,放浪息子,金,11
C13713,緋弾のアリア,金,12
C13803,もしドラ　もし高校野球の女子マネージャーが　ドラッカーの『マネジメント』を読んだら,金,2
C13718,つながる アニマル しりとり リターンズ,金,1
C13722,エウレカセブンAO ASTRAL OCEAN,金,24
C13725,坂道のアポロン KIDS ON THE SLOPE,金,12
C13727,Shining Hearts -幸せのパン-,金,12
C8668,STREET FIGHTER Ⅱ V,金,1
C13729,スイッチ OH! くん,金,1
C13792,まよ チキ!,金,13
C8690,DRAGON QUEST［第2期］,金,11
C13784,マイクロストーリー,金,4
C8682,江戸っ子ボーイ がってん太助,金,22
C8674,八百八町表裏 化粧師,金,3
C8676,三丁目の夕日,金,36
C13746,バカとテスト と召喚獣 にっ!,金,13
C13709,忍たま 乱太郎[第19期],金,18
C13815,ロウきゅーぶ!,金,12
C8696,おばけの…ホーリー,金,41
C8720,ハイスクールミステリー 学園七不思議,金,41
C13869,電波女と 青春男,金,12
C13662,あの日見た 花の名前を 僕達はまだ 知らない。,金,11
C13667,うさぎ ドロップ,金,11
C13669,ウサビッチ[シーズン4],金,1
C8651,ロビンフッドの大冒険,金,2
C13673,おじゃる丸[第14期],金,17
C13675,おはよう忍者隊 ガッチャマン,金,96
C13677,おしらせ忍者隊　ガッチャマン,金,25
C8708,新世紀GPXサイバーフォーミュラ,金,37
C13682,ギルティクラウン,金,22
C13684,クッキンアイドル アイ!マイ! まいん![第3期],金,14
C13688,けんぷファー für die Liebe[フュア ディリーヴェ],金,1
C13694,ソッキ～ズ フロンティアクエスト,金,10
C13696,そふ てにっ SOFTENNI! the ANIMATION,金,12
C13984,プラック★ロックシューター,金,8
C13992,ガッ活!,金,1
C8770,横山光輝 三国志,金,46
C8529,ドラゴンリーグ,金,30
C13358,いない いない ばあっ! [第13期],金,22
C13370,Domo,金,3
C14178,ささみさん＠がんばらない,金,12
C14176,キューティクル探偵 因幡,金,12
C7786,機動戦士ガンダム,金,2
C8849,クレヨンしんちゃん,金,1185
C14258,僕は友達が少ない NEXT,金,12
C14168,ロウきゅーぶ! SS,金,13
C13372,やさいのようせいN.Y. SALAD[第2期],金,5
C14150,頭文字[[イニシャル]]D Fifth Stage,金,14
C14146,総合メディア開発　コンテンツ警備隊,金,27
C13382,びわ湖放送presents 藤井組TV,金,14
C8847,クッキングパパ,金,1
C13384,ニコニコ♪コニーちゃん,金,1
C14164,百花繚乱 サムライブライド,金,12
C14280,琴浦 さん,金,12
C13356,忍たま乱太郎[第16期],金,20
C14525,とある魔術の 禁書目録[インデックスⅡ,金,23
C16228,忍たま乱太郎[第25期],金,10
C14538,WHITE ALBUM[第2期],金,3
C13290,スイスイ! フィジー!,金,52
C14536,漂流家族　昭和パンダ物語[第2期],金,1
C8901,風の中の少女 金髪のジェニー,金,1
C14535,漂流家族　昭和パンダ物語[第1期],金,1
C8893,スーパーヅガン,金,42
C8891,ノンタンと いっしょ,金,26
C14533,忍たま 乱太郎[第18期],金,11
C13323,ともだち8にん,金,17
C8885,姫ちゃんのリボン,金,64
C8855,まぼろしまぼちゃん,金,24
C14532,ガーゴイルズ,金,13
C8853,あしたへフリーキック,金,1
C13354,おじゃる丸[第11期],金,18
C14142,Robotics;Notes,金,22
C12632,忍たま乱太郎［第13期］,金,13
C13386,なぜ? どうして? がおがおぶーっ!,金,5
C8844,手塚治虫の 旧約聖書物語 In The Beginning,金,6
C13467,リタと ナントカ,金,6
C8812,メダロット魂,金,39
C8504,それいけ！アンパンマン,金,954
C13473,海月姫,金,17
C14029,戦国コレクション,金,23
C13477,FORTUNE・ARTERIAL 赤い約束,金,1
C13465,カッコかわいい宣言,金,2
C13481,咎狗の血,金,12
C14025,あっちこっち,金,13
C13487,それでも町は 廻っている,金,12
C13500,宮西達也劇場 おまえ うまそうだな,金,4
C8790,ママは小学4年生,金,51
C13518,バクマン。[第1期],金,2
C8522,チロリン村物語,金,34
C14027,さんかれあ,金,11
C8334,サラダ十勇士 トマトマン,金,38
C13459,Starry☆Sky,金,26
C13449,Peeping Life,金,3
C8328,ヨーヨーの猫つまみ,金,26
C14121,武装神姫,金,12
C14119,ぴっちぴち♪ しずくちゃん,金,9
C14117,ひだまり スケッチ × ハニカム,金,12
C14114,絶園のテンペスト ～THE CIVILIZATION BLASTER～,金,24
C14112,K,金,13
C14110,お兄ちゃんだけど 愛さえあれば 関係ないよねっ,金,12
C13412,UN-GO,金,10
C13414,NO.6,金,10
C8835,赤ずきんチャチャ,金,73
C13445,アニメ漫才猫ラーメン,金,8
C14087,はぐれ勇者の 鬼畜美学[エステティカ],金,12
C14085,夏雪 ランデブー,金,11
C14083,だから僕は、 Hができない。,金,13
C14081,じょしらく,金,13
C13396,スッキリ!!・クロラ,金,4
C12630,おじゃる丸［第8期］,金,18
C12874,いない いない ばあっ!［第7期］,金,20
C16084,セイレン,金,12
C16054,オシリスの天秤 2,金,11
C9392,春庭家の3人目,金,9
C12094,にゃんこい!,金,12
C12303,伝説の勇者の伝説,金,25
C14862,"戦姫絶唱 シンフォギアG In the distance,that day,when the star become music.",金,13
C16115,カブキブ！,金,12
C14847,サムライフラメンコ,金,22
C12301,アマガミ SS,金,25
C11902,明日のよいち!,金,12
C14785,マジでオタクなイングリッシュ! りぼんちゃん 英語で戦う魔法少女 the TV,金,6
C14848,島耕作の　アジア立志伝[第1期],金,7
C16114,正解するカド,金,13
C14845,サーバント×サービス,金,12
C9309,こどものおもちゃ,金,102
C16113,ツインエンジェルBREAK,金,12
C11906,THE ANIMATIONドルアーガの塔the Sword of URUK,金,12
C14844,The hired gun 殺し屋 さん,金,10
C14790,もやしもん リターンズ TALES OF AGRICULTURE,金,11
C16111,クロックワーク・プラネット,金,12
C12288,機神咆吼デモンベイン,金,12
C9311,スレイヤーズNEXT,金,25
C12284,もっと兼本さん宅,金,16
C11904,黒神The Animation,金,24
C11914,源氏物語千年紀Genji,金,11
C12307,落語天女おゆい,金,12
C9497,忍たま乱太郎[第5期],金,19
C12375,アクビ Girl,金,1
C16129,18if,金,13
C14934,Liv ＆ Bell,金,1
C16098,コンビニカレシ,金,12
C9287,名犬ラッシー,金,1
C9501,学級王ヤマザキ,金,1
C14774,はなかっぱ[第3期],金,7
C14932,恋愛 ラボ,金,13
C12092,戦う司書 The Book of Bantorra,金,19
C11887,聖闘士星矢冥王 ハーデスエリシオン編,金,6
C14921,やはり俺の 青春ラブコメは 間違っている。,金,13
C12351,しにがみのバラッド。 Momo the girl god of death,金,6
C12347,パピヨンローゼ New Season,金,6
C9297,忍たま乱太郎[第4期],金,24
C12343,REC,金,10
C12341,びんちょうタン,金,9
C12333,半分の月がのぼる空,金,6
C9446,白鯨伝説,金,1
C14776,パンダの たぷたぷ,金,88
C16051,ゴーゴー! ドッコラショ,金,4
C12331,怪 ～ayakashi～ JAPANESE CLASSIC HORROR,金,11
C9307,機動新世紀ガンダムX,金,26
C14775,パブー ＆モジーズ,金,12
C12279,ガラスの艦隊 La legende du vent de l'univers,金,26
C12269,黒執事Ⅱ,金,12
C14911,マジンガーZIP!,金,32
C11948,キャラディのジョ～クな毎日,金,57
C9384,EAT-MAN,金,12
C14820,ガリレイドンナ Storia di tre sorelle a caccia di un mistero,金,11
C9356,エルフを狩るモノたち,金,12
C12183,屍鬼,金,22
C9358,魔法少女プリティサミー,金,25
C14834,銀の匙 Silver Spoon,金,11
C14898,フリージング ヴァイブレーション,金,12
C11952,涼宮ハルヒの憂鬱[第2期],金,14
C11954,ヒゲぴよ,金,39
C12137,KIDDY GIRL-AND,金,24
C12176,フラカッパー,金,19
C12152,怪盗レーニャ,金,4
C12172,ひだまり スケッチ × ☆☆☆[ほしみっつ],金,11
C12170,デュラララ!!,金,24
C12168,おおかみかくし,金,12
C14829,キルラキル,金,24
C9478,烈火の炎,金,12
C12156,のだめカンタービレ　フィナーレ,金,12
C14894,フォトカノ,金,13
C16097,バチカン奇跡調査官,金,12
C9476,あずみマンマ・ミーア,金,11
C14824,がんばれ! ルル ロロ TINY★TWIN★BEARS,金,5
C11938,クッキンアイドルアイ!マイ!まいん!,金,14
C12201,はなかっぱ,金,15
C14907,まおゆう 魔王 勇者,金,1
C14797,リトル・チャロ　～東北編～,金,1
C14800,アウトブレイク・ カンパニー,金,12
C12265,四畳半神話大系,金,11
C11926,鉄腕バーディーDECODE:02,金,2
C14802,惡の華,金,4
C12263,さらい屋 五葉,金,13
C9390,星方武侠 OUTLAW STAR. FUTURE HERO NEXT GENERATION,金,25
C12004,一騎当千 XTREME XECUTOR,金,12
C9489,バトルアスリーテス大運動会,金,24
C14840,ゴールデンタイム,金,24
C16109,サクラダリセット,金,24
C14885,はなかっぱ[第4期],金,8
C9323,いじわるばあさん[新],金,92
C9487,VIRUS ―VIRUS BUSTER SERGE―,金,12
C12237,会長は メイド様!,金,26
C14810,IS インフィニット・ストラトス 2,金,12
C12235,おおきく 振りかぶって ～夏の大会編～,金,13
C14811,ウサビッチ[第5期],金,11
C9331,快傑ゾロ,金,46
C14839,幻影ヲ駆ケル太陽 il sole penetra le illusioni,金,1
C11936,金色のコルダsecondo passo,金,2
C12211,リングにかけろ 1 影道編[SHADOW],金,6
C12205,真 恋姫†無双 ～乙女大乱～,金,1
C12090,けんぷファー,金,12
C14770,忍たま 乱太郎[第20期],金,17
C16128,アクションヒロイン チアフルーツ,金,12
C11871,DARKER THAN BLACK 流星の双子,金,12
C9213,はりもぐハーリー[第1期],金,16
C9525,セクシーコマンドー外伝 すごいよ!! マサルさん,金,12
C14969,魔法戦争,金,12
C14721,恋と選挙とチョコレート,金,12
C16160,恋愛暴君,金,12
C12507,護くんに女神の祝福を!,金,24
C14724,この中に1人、 妹がいる! Who is “IMOUTO“?,金,12
C14966,僕らはみんな 河合荘,金,11
C12505,はぴねす! It's a happy ＆ heartful school life.,金,12
C12503,009-1,金,12
C14868,鷹の爪 MAX,金,32
C11848,あかね色に染まる坂,金,12
C9221,ハニ太郎です。,金,14
C12499,コードギアス 反逆のルルーシュ,金,25
C11850,CLANNAD ～AFTER STORY～,金,24
C12051,NEEDLESS,金,23
C12497,銀色のオリンシス TOKITO,金,12
C14956,残響の テロル,金,11
C14855,ストライク・ザ・ブラッド,金,25
C14955,桜Trick,金,12
C12383,ぜんまいざむらい,金,26
C11852,黒執事,金,25
C12501,すもももももも ～地上最強のヨメ～,金,22
C14718,クッキンアイドル　アイ!マイ!　まいん![第4期],金,16
C12519,和和和 ワッピちゃん,金,6
C12078,東京マグニチュード8.0,金,12
C14982,PSYCHO-PASS［新編集版］,金,10
C14981,P4GA persona4 the Golden ANIMATION,金,12
C11790,西洋骨董洋菓子店～アンティーク～,金,12
C12620,うっかりペネロペ,金,5
C12609,あさって の方向。,金,12
C14704,おじゃる丸[第15期],金,18
C11792,ひだまりスケッチ×365,金,13
C12563,BLACK BLOOD BROTHERS,金,12
C14708,紙兎 ロペ 笑う朝には福来たるって マジっすか!?,金,119
C12065,大正野球娘。,金,12
C16086,メイドインアビス,金,13
C16087,DIVE!!,金,12
C9203,Jam the HOUSNAIL,金,2
C12540,ぴりっとQ,金,2
C16088,幼女戦記,金,13
C11802,乃木坂春香の秘密,金,1
C14710,かよえ! チュー学,金,14
C14711,カンピオーネ! ～まつろわぬ神々と神殺しの魔王～,金,13
C14976,Go♪ Go♪ 575,金,4
C12067,化物語,金,13
C16163,冴えない彼女の育てかた♭,金,11
C12538,忍たま乱太郎[第7期],金,17
C12534,働きマン,金,12
C14731,新世界より,金,1
C14870,ダンガンロンパ THE ANIMATION 希望の学園と絶望の高校生,金,13
