アニメ作品ID,アニメ作品名,アニメ作品の合計話数
C15724,ペペペペン議員,13
C15725,WORKING!!! [最終回すぺしゃる],2
C15726,ゆるゆりさん★ハイ!TV ANIMATION SERIES SEASON THREE,24
C15727,普通の女子校生が【ろこどる】やってみた。[クリスマススペシャル],2
C15728,こわ◎ぼん,13
C15729,どうしても干支にはいりたい,13
C15730,こども刑事 めめたん,8
C15735,うたわれるもの 偽りの仮面,37
C15736,デュラララ!!×2結,12
C15737,ナースウィッチ 小麦ちゃん R,12
C15738,ハイキュー!! セカンドシーズン,38
C15739,ブレイブビーツ,33
C15740,機動戦士ガンダム 鉄血のオルフェンズ,39
C15741,虹色デイズ,25
C15742,大家さんは思春期!,12
C15743,Dimension W,12
C15744,灰と幻想の グリムガル,12
C15745,ハルタとチカは青春する ハルチカ HARUTA ＆ CHIKA,12
C15746,赤髪の白雪姫［第2期］,12
C15747,シュヴァルツェスマーケン,12
C15748,蒼の彼方のフォーリズム,12
C15749,JKめし!,27
C15750,てーきゅう［第7期］,13
C15751,血液型くん! 4,12
C15752,魔法少女なんて もういいですから。,12
C15753,ミニ はま MINIMUM-HAMATORA,10
C15755,島耕作の アジア新世紀伝 新春スペシャル Special,2
C15758,忍たま 乱太郎 の 宇宙 大冒険 with コズミック フロント☆ N E X T,2
C15759,CARDFIGHT!! ヴァンガードG ギアースクライシス編,38
C15760,牙狼 紅蓮ノ月,38
C15761,金田一 少年の 事件簿R[リターンズ]［第2期］,34
C15762,新あたしンち,115
C15763,探偵 チームKZ*[カッズ]事件 ノート,32
C15764,テレビアニメ いとしの ムーコ Lovely Muuuuuuuco!,38
C15765,どちゃもん じゅにあ,26
C15766,ルパン三世［第4期］,48
C15767,おそ松さん,98
C15768,バリィさんの いまばり弁講座,24
C15769,マルタの冒険[第2期],12
C15770,かってな ほしうらない,13
C15771,もじもじおばけ ばけまつ,13
C15774,ガンバレー部 NEXT!,6
C15775,Q PHILOSOPHY FOR CHILDREN [こどものための哲学] [第3回],1
C15776,きょうの料理 ビギナーズ [第9期],96
C15777,ゴー!ゴー! キッチン戦隊 クックルン,96
C15778,古代紀行 ドキュメンタリー 古事記の世界 CGアニメでひも解く 日本誕生物語 [第2期],4
C15779,小学生女子のおなやみ ぶっちゃけトーク★ 女の子って。』,4
C15780,深海 ダイバーズ,8
C15781,鷹の爪 DO,38
C15782,団地 ともお [スペシャル],1
C15783,野球部 あるある,9
C15784,ゆるゆり なちゅやちゅみ!+[ぷらす],2
C15786,世にも 奇妙 な物語 25周年スペシャル・春 ～人気マンガ家競演編～ [第3話],1
C15787,藤子不二雄Ⓐの 笑ゥせぇるすまん［第3期］,13
C15788,この素晴らしい 世界に祝福を!,10
C15789,無彩限の ファントム・ワールド Myriad Colors Phantom World,13
C15790,アクティヴレイド 機動強襲室第八係[第2期],12
C15791,少女たちは 荒野を目指す ～Girls beyond the youth KOYA～,12
C15792,NΘRN9 ノルン+ノネット,13
C15793,ほのぼのログ honobono log,10
C15794,それいけ! サブイボマスク,8
C15795,腐男子 高校生活,13
C15796,薄桜鬼 御伽草子,26
C15797,ラララ ララちゃん,24
C15798,ラララ ララちゃん ミニ,24
C15799,ムズムズ18 エイティーン[第1期],5
C15800,ムズムズ18 エイティーン[第2期],5
C15801,猫も、オンダケ,12
C15802,僕だけがいない街,12
C15803,PHANTASY STAR ONLINE 2 THE ANIMATION,12
C15804,だがしかし,23
C15805,おじさんとマシュマロ,13
C15806,美少女遊戯ユニット クレーン ゲール Crane Game Girls,13
C15807,暗殺教室[第2期],25
C15808,Divine Gate,12
C15809,靈劍山 星屑たちの宴,12
C15810,ヘヴィー オブジェクト,37
C15811,GATE 自衛隊 彼の地にて、斯く戦えり[第2期],12
C15812,亜人[第1期],13
C15813,パンでP e a c e !,13
C15831,血界戦線[12話],1
C15832,金田一 少年の 事件簿R Special 明智警部の事件簿,2
C15833,昭和元禄 落語心中,13
C15834,闇 芝* 居[第3期],13
C15835,Re:ゼロ から始める異世界生活,26
C15836,アルスラーン戦記 THE HEROIC LEGEND OF ARSLAN - 風塵乱舞 -,8
C15837,D.Gray-man HALLOW,13
C15838,モブサイコ 100,13
C15839,ラクエン ロジック Luck & Logic,13
C15840,[わたしたち、らくろじ部!][第1期],12
C15841,タイムトラベル少女 マリ・ワカと8人の科学者たち,12
C15842,僕のヒーローアカデミア,13
C15843,BLUE MERMAID ハイスクール・フリート,12
C15844,チア男子!!,13
C15845,B-PROJECT 鼓動*アンビシャス,13
C15846,オトナの 一休さん[第1期],3
C15847,アイコトバ,4
C15848,ツキウタ。 THE ANIMATION,14
C15849,RAGNASTRIKE ANGELS,12
C15850,Re:ゼロ から始める休憩時間[ブレイク タイム],11
C15851,Re:ぷち Re:プチから始める異世界生活,14
C15852,最弱無敗の 神装機竜 UNDEFEATED BAHAMUT CHRONICLE,12
C15853,PRINCE OF STRIDE ALTERNATIVE BOYS SPRINT TO THE END OF SUMMER,12
C15854,おしえて! ギャル子 ちゃん,12
C15855,紅殻のパンドラ GHOST URN,12
C15856,石膏ボーイズ,12
C15857,旅街レイトショー Awaiting my journey,4
C15858,この男子、 魔法がお仕事です。,4
C15859,彼女と彼女の猫 -Everything Flows-,4
C15860,ブブキ・ブランキ,13
C15861,うしおととら[第2期],13
C15862,がんばれ! ルル ロロ TINY★TWIN★BEARS[第3期],10
C15863,あはれ! 名作 くん,26
C15864,なめこ せかいのともだち,22
C15865,コンクリート ・ レボルティオ 超人幻想 THE LAST SONG,11
C15866,おなら吾郎,14
C15867,宇宙 パトロール ルル 子,13
C15868,ばなにゃ バナナにひそむにゃんこ,13
C15869,ふらいんぐうぃっち,12
C15870,甲鉄城のカバネリ,12
C15871,ジョジョの 奇妙な冒険 ダイヤモンドは砕けない,39
C15872,魔法つかい プリキュア！,45
C15873,クロムクロ,26
C15874,ベイブレードバースト,39
C15875,KAGEWANI 影鰐 承,13
C15876,斉木楠雄のΨ難,65
C15878,銀河機攻隊 マジェスティック プリンス[第25話],1
C15879,デュエル・マスターズVSRF,28
C15880,うさかめ USAKAME High School,13
C15881,ワガママ ハイスペック,12
C15882,ぐらP & ろで夫 II,27
C15883,鬼斬,13
C15884,ばくおん!!,12
C15885,OZMAFIA!!,12
C15886,くまみこ Girl Meats Bear,12
C15887,三者三葉,12
C15888,少年 アシベ Go! Go! ゴマちゃん,26
C15889,ねこねこ日本史,27
C15890,あん ハピ♪ ANNE HAPPY,12
C15891,はんだくん,24
C15892,orange,13
C15893,あまんちゅ！,14
C15894,LIFE! アニメ,2
C15896,この美術部 には 問題がある！,27
C15897,うさぎのモフィ[第3期],15
C15898,12歳。 ～ちっちゃなムネのトキメキ～ [第2期],12
C15899,アイドル メモリーズ,12
C15900,ステラのまほう,12
C15901,3ねんDくみ ガラスの仮面,13
C15902,怪 盗 ジョーカー MYSTERIOUS JOKER [第4期],13
C15903,あおおに ～じ・あにめぇしょん～,12
C15904,3月のライオン March comes in like a lion,27
C15905,ALL OUT!!,12
C15906,クラシカロイド,14
C15907,トランスフォーマー アドベンチャー マイクロンの章 PRIME OF MICRON,19
C15908,ちょびっと づかん,25
C15909,ネトゲの嫁は 女の子じゃない と思った？,12
C15910,パンパカパンツ W おNEW!,26
C15911,ももくり,14
C15912,12歳。 ～ちっちゃなムネのトキメキ～[第1期],12
C15913,田中くんは いつも けだるげ,12
C15914,七つの大罪 聖戦の予兆[しるし] The Seven Deadly Sins -Signs of holy war-,4
C15915,サバ パラ Saba-gee Paradise,6
C15916,ベルセルク[新],12
C15917,アンジュ・ヴィエルジュ “Progress“:Girls facing destiny against Worlds' Ending,12
C15937,TERRA FORMARS REVENGE,13
C15938,ビッグ オーダー,10
C15939,迷 家[マヨイガ],12
C15940,学戦都市 アスタリスク THE ASTERISK WAR The Academy City on the Water[第2期],12
C15941,ハンドレッド,12
C15942,学級王 ヤマザキ[30分版],41
C15945,おそ松さん おうまでこばなし,10
C15951,Bloodivores,12
C15952,うちのタマ知りませんか? タマ ＆ フレンズ,14
C15953,ブブキ・ブランキ 星の巨人,12
C15954,終末の イゼッタ,13
C15955,うたの☆プリンスさまっ♪ マジ LOVE レジェンドスター,13
C15956,マジきゅんっ! ルネッサンス,13
C15957,機動戦士ガンダム 鉄血のオルフェンズ [第2期],14
C15958,タイガーマスク W,12
C15959,おはよう！ コケッコー さん,13
C15960,こねこのチー ポンポンらー大冒険,13
C15961,ぴったんこ! ねこざかな,13
C15962,モンスター ハンター ストーリーズ ライド オン RIDE ON,13
C15963,刀剣乱舞 花丸,12
C15964,バディゴ![第2期],4
C15965,学園ハンサム,12
C15966,灼熱の 卓球娘,12
C15967,〔侍霊演武/SOUL BUSTER〕 將星乱,12
C15968,TRICKSTER ――― 江戸川乱歩 「少年探偵団」より ―――,12
C15969,WWW.WORKING!!,13
C15970,信長の忍び,14
C15971,CHEATING CRAFT,12
C15972,TO BE HERO,12
C15973,あに トレ！ XX anime de training ひとつ屋根の下で,12
C15974,てーきゅう[第8期],12
C15975,ナゾトキネ,13
C15976,夏目友人帳 伍,12
C15977,奇異太郎少年の 妖怪絵日記,12
C15978,装神少女 まとい Matoi the Sacred Slayer,13
C15979,美少女遊戯ユニット クレーン ゲール Galaxy Crane Game Girls,24
C15980,魔法少女なんて もういいですから。 セカンドシーズン,12
C15981,文豪ストレイドッグス [第2期],13
C15982,ユーリ!!! YURI ON ICE,12
C15983,競女!!!!!!!! HiP WHiP GiRL,12
C15984,フリップ フラッパーズ,13
C15985,ブレイブ ウィッチーズ 第502統合戦闘航空団 World Witches Series,13
C15986,響け♪ ユーフォニアム2 Sound! Euphonium,13
C15987,DRIFTERS Battle in a Brand-new World War,12
C15988,ガーリッシュナンバー gi（a）rlish number,12
C15989,バーナード嬢曰く。,13
C15990,私 がモテて どうすんだ,12
C15991,ドリフェス!!!!!！ ―― DREAM FESTIVAL ――,13
C15992,Lostorage incited WIXOSS,12
C15993,マクロス〔。/DELTA〕,28
C15994,美少女戦士 セーラームーン Crystal Season III,13
C15995,忍たま 乱太郎 [第24期],70
C15996,わしも[第4期],44
C15997,はなかっぱ[第7期],52
C15998,ゴー!ゴー! キッチン戦隊 クックルン[第2期],65
C15999,ZIP! presents 朝だよ! 貝社員,190
C16000,ジョーカー・ゲーム,12
C16001,バディゴ![第1期],3
C16002,おじゃる丸[第19期],66
C16003,バトルスピリッツ ダブルドライブ,38
C16004,謎新聞 ミライタイムズ The Mirai Times [第2期],31
C16005,双星の陰陽師,37
C16006,亜人[第2期],13
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,13
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,12
C16009,うどんの国の 金色毛鞠,12
C16010,ガオガオ ちゃんと 青い空[うどんの国の 金色毛鞠],11
C16011,戦国鳥獣戯画 ～甲～,12
C16012,はがね オーケストラ,12
C16013,どちゃもん じゅにあ [第2期],9
C16014,ムズムズ18 エイティーン [第3期],5
C16015,舟を編む,11
C16016,おしえて！ じしょたんず!![舟を編む],11
C16017,シャ～ミィ と かげぼうや,1
C16018,ラララ. ララちゃん ～パタ パタ だいせんそう～,10
C16019,100％ パスカル先生,2
C16020,ポケットモンスター サン＆ムーン,9
C16021,神々の記,4
C16022,ななにんのあやかし ‐ ちみちみ魍魎 !! 現代物語 ‐,4
C16023,INAZMA DELIVERY [第1期],2
C16024,かみさまみならい ヒミツのここたま,80
C16025,きょ～ふ! ゾンビ猫,40
C16026,みに ヴぁん[第2期],13
C16027,ポケットモンスター XY ＆ Z,38
C16028,バリィさんの 諸国漫遊記,23
C16029,ミム マム ミント,5
C16030,THE NUMBERS ナンバカ,13
C16031,SUSHI POLICE,13
C16032,ポンコツクエスト -魔王と派遣の魔物たち- [第3期],12
C16033,リルリルフェアリル ～妖精のドア～,86
C16034,GOD EATER [メテオライト編],4
C16037,エンドライド,24
C16038,逆転裁判 その「真実」、異議あり!,24
C16039,フューチャーカード バディファイト DDD,39
C16040,アグレッシブ 烈子,38
C16041,ぼのぼの[新],38
C16042,アイカツ! スターズ,37
C16043,境界の RINNE [第2期],34
C16044,CoCO ＆ NiCO ココ と ニコ,39
C16045,ひとくち どうわ,8
C16046,忍者 ハットリくん [インド版][第3期],52
C16047,もじもじおばけ てんてんまる,4
C16048,CARDFIGHT!! ヴァンガードG ストライドゲート編,24
C16049,カミワザ ワンダ,35
C16050,ダイ・バスター トーテム徹底調査SP,1
C16051,ゴーゴー! ドッコラショ,4
C16052,ネコこのゴロ,30
C16054,オシリスの天秤 2,11
C16055,もじもじおばけ おぎゃく,3
C16056,ラブライブ! サンシャイン!! School idol project,14
C16057,パズドラ クロス PUZZLE＆DRAGONS,26
C16058,Scared Rider XechS,12
C16059,魔法少女? なりあ☆がーるず,12
C16060,レガリア The Three Sacred Stars,18
C16061,銀の墓守り,12
C16062,GRANBLUE FANTASY The Animation,13
C16063,MARGINAL#4 KISSから創造るBig Bang,12
C16064,つぐもも,13
C16065,フレームアームズ・ガール,24
C16066,武装少女マキャヴェリズム,12
C16067,BORUTO -ボルト- NARUTO NEXT GENERATIONS,27
C16068,ショートアニメ 「わたしたち、らくろじ部!」 [第2期],10
C16070,ヘボット!,15
C16071,にゃんぼー![第1期],14
C16072,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,10
C16073,アイドル事変,12
C16074,AKiBA'STRiP THE ANIMATION,13
C16075,ACCA13区監察課,12
C16076,うらら迷路帖,12
C16077,ēlDLIVE エルドライブ,12
C16078,この素晴らしい 世界に祝福を!2,10
C16079,亜人ちゃんは語りたい,13
C16080,弱虫ペダル NEW GENERATION,25
C16081,リトル ウィッチ アカデミア,25
C16082,ちょぼらうにょぽみ あいまいみー,13
C16083,政宗くんのリベンジ,12
C16084,セイレン,12
C16085,捏造トラップ-NTR-,12
C16086,メイドインアビス,13
C16087,DIVE!!,12
C16088,幼女戦記,13
C16089,風夏,12
C16090,南鎌倉高校女子自転車部,13
C16091,青の祓魔師 エクソシスト 京都不浄王篇,12
C16092,昭和元禄落語心中 -助六再び篇-,12
C16093,ガヴリールドロップアウト,12
C16094,鬼平 ONIHEI,14
C16095,ちるらん にぶんの壱,12
C16096,恋と嘘,12
C16097,バチカン奇跡調査官,12
C16098,コンビニカレシ,12
C16099,ハンドシェイカー,12
C16100,けものフレンズ,13
C16101,ピアシェ～私のイタリアン～,12
C16102,One Room,12
C16103,小林さんちのメイドラゴン,13
C16104,Rewrite[2ndシーズン],10
C16105,アリスと蔵六,13
C16106,笑ゥせぇるすまんNEW,24
C16107,スタミュ 高校星歌劇[第2期],12
C16108,アイドルタイムプリパラ,26
C16109,サクラダリセット,24
C16110,王室教師ハイネ,12
C16111,クロックワーク・プラネット,12
C16112,月がきれい,44
C16113,ツインエンジェルBREAK,12
C16114,正解するカド,13
C16115,カブキブ！,12
C16116,エロマンガ先生,13
C16117,有頂天家族2,13
C16118,ID-0,12
C16119,ソード・オラトリア,13
C16120,賭ケグルイ,13
C16121,縁結びの妖狐ちゃん,13
C16122,活撃 刀剣乱舞,12
C16123,戦姫絶唱シンフォギアAXZ,14
C16124,バトルガール ハイスクール,12
C16125,潔癖男子! 青山くん,13
C16126,アホガール,12
C16127,徒然チルドレン,12
C16128,アクションヒロイン チアフルーツ,12
C16129,18if,13
C16130,時間の支配者,13
C16131,カイトアンサ,12
C16132,ベイブレードバースト ゴッド,26
C16133,アキンド星の リトル・ペソ,12
C16134,100％ パスカル先生,71
C16135,ようこそ実力至上主義の教室へ,12
C16136,闇芝居［4期］,13
C16137,快把我哥帯走 兄に付ける薬はない!,12
C16138,将国のアルタイル,12
C16139,セントールの悩み,25
C16140,地獄少女 宵伽,13
C16141,ゼロから始める魔法の書,12
C16142,覆面系ノイズ,12
C16143,アトム ザ・ビギニング,12
C16144,Fate/Apocrypha,13
C16145,闇芝居[五期],13
C16146,ボールルームへようこそ,13
C16147,プリンセス・プリンシパル,20
C16148,Re:CREATORS,25
C16149,sin 七つの大罪,15
C16150,ノラと皇女と 野良猫ハート,12
C16151,がんがん がんこちゃん,11
C16152,ひなこのーと,12
C16153,DUEL MASTERS デュエル・マスターズ［2017］,28
C16154,ひとりじめ マイヒーロー,12
C16155,天使の3P!,12
C16156,NEW GAME!!,12
C16157,異世界はスマートフォンとともに。,12
C16158,魔法陣グルグル,13
C16159,にゃんこデイズ,12
C16160,恋愛暴君,12
C16161,神撃のバハムート VIRGIN SOUL,24
C16162,夏目友人帳 陸,12
C16163,冴えない彼女の育てかた♭,11
C16164,BanG Dream! バンドリ,23
C16165,異世界食堂,24
C16166,アイドルマスター シンデレラガールズ劇場,29
C16167,MARVEL フューチャー アベンジャーズ,12
C16168,ピカイア! PIKAIA,13
C16169,キラキラ☆ プリキュア アラモード,33
C16170,わしも[第5シリーズ],34
C16171,クリオネの灯り,12
C16172,靈劍山 叡智への資格,12
C16173,イケメン 戦国 時をかけるが 恋ははじまらない,12
C16174,チェインクロニクル ヘクセイタスの閃,12
C16175,ひなろじ from Luck＆Logic,15
C16176,SUPER LOVERS 2,10
C16177,リルリルフェアリル ～魔法の鏡～,32
C16178,THE REFLECTION -ザ・リフレクション-,13
C16179,ねこねこ日本史［第2シリーズ］,16
C16180,銀魂.,12
C16181,境界のRINNE［第3シリーズ］,59
C16182,遊戯王 VRAINS,42
C16183,信長の忍び ～伊勢・金ヶ崎篇～,26
C16184,僕のヒーローアカデミア［第2期］,26
C16185,ロクでなし魔術講師と 禁忌教典,12
C16186,フューチャーカード バディファイトX〔バッツ〕,27
C16187,Room Mate,12
C16188,戦隊ヒーロー スキヤキフォース -ぐんまの平和を願うシーズン-,24
C16190,プリプリちいちゃん!!,25
C16191,キャッチーくんの ナイス キャッチ!,13
C16192,まけるな!! あくのぐんだん!,13
C16193,超・少年探偵団 NEO,13
C16194,サクラクエスト,25
C16195,きょうの料理 ビギナーズ [第10期],82
C16196,コトリ サンバ,10
C16197,ブレンド・S,2
C16198,ナナマルサンバツ,12
C16199,The SNACK WORLD スナックワールド,24
C16200,妖怪アパートの 幽雅な日常,13
C16201,スカートの中はケダモノでした。,12
C16202,トミカハイパーレスキュー ドライブヘッド -機動救急警察-,25
C16203,はじめての ギャル,10
C16204,あはれ!名作くん［2期］［ビットワールド］,21
C16205,ベルセルク［2期］,14
C16206,喧嘩番長 乙女 GIRL BEATS BOYS,12
C16207,終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,12
C16208,少年アシベ Go!Go! ゴマちゃん[第2シリーズ],16
C16209,進撃の巨人 Season2,13
C16210,戦国鳥獣戯画 ～乙～,10
C16211,僧侶と交わる 色欲の夜に…,12
C16212,ナイツ＆マジック,14
C16213,最遊記 RELOAD BLAST,12
C16214,てーきゅう［9期］,12
C16215,クズの本懐,12
C16216,無責任 ギャラクシー☆タイラー,13
C16217,妄想科学ADV Chaos;Child,11
C16218,龍の歯医者,2
C16219,SPIRITPACT,10
C16220,ゲーマーズ!,13
C16221,Tales of Zestiria the X［第2期］,11
C16222,ふるさとめぐり 日本の昔ばなし,77
C16223,ラブ米 -WE LOVE RICE-,13
C16224,おじゃる丸[第20期],34
C16225,オトナの一休さん[第2期],13
C16226,女川中バスケ部　5人の夏,1
C16227,終物語[オワリモノガタリ][第2期],8
C16228,忍たま乱太郎[第25期],60
C16229,ふわふわアワー Pui Pui & Muu Muu,1
C16230,ポンコツクエスト-魔王と派遣の魔物たち-[第4期],7
C16231,ムズムズ18　エイティーン[第4期],6
C16233,ユニコーンのキュピ,1
C16236,げんばのじょう 玄蕃之丞［あにめたまご2017］,1
C7163,鉄腕アトム,193
C7171,狼少年ケン,86
C7207,サザエさん,1175
C7449,ルパン三世,23
C7522,アルプスの少女ハイジ,52
C7556,宇宙戦艦ヤマト,26
C7786,機動戦士ガンダム,43
C8319,SLAM DUNK,101
C8321,ママはぽよぽよザウルスがお好き,104
C8323,ご近所物語,50
C8325,飛べ! イサミ,50
C8328,ヨーヨーの猫つまみ,130
C8330,元気爆発ガンバルガー,47
C8332,ファンタジーアドベンチャー 長靴をはいた猫の冒険,26
C8334,サラダ十勇士 トマトマン,50
C8338,超電動ロボ 鉄人28号FX,47
C8504,それいけ！アンパンマン,958
C8522,チロリン村物語,170
C8524,まんが日本史［NHK版］,40
C8526,お～い! 竜馬,41
C8529,ドラゴンリーグ,39
C8533,3丁目のタマ うちのタマ知りませんか?,18
C8545,ムカムカパラダイス,51
C8547,楽しいウイロータウン,26
C8549,ジャングルの王者 ターちゃん❤,50
C8577,シティーハンター3,13
C8623,アイドル天使 ようこそようこ,43
C8631,楽しいムーミン一家,78
C8633,ふしぎの海のナディア,39
C8635,もーれつア太郎［新］,47
C8639,魔法のエンジェル スイートミント,47
C8649,カラ天狗 カブト,45
C8651,ロビンフッドの大冒険,58
C8657,まじかる★タルるートくん,87
C8659,からくり剣豪伝 ムサシロード,50
C8661,RPG伝説ヘポイ,50
C8666,平成イヌ物語 バウ,80
C8668,STREET FIGHTER Ⅱ V,29
C8672,PEACH COMMAND 新桃太郎伝説,24
C8674,八百八町表裏 化粧師,20
C8676,三丁目の夕日,53
C8680,三つ目がとおる,48
C8682,江戸っ子ボーイ がってん太助,22
C8684,ピグマリオ,39
C8686,おちゃめなふたご -クレア学院物語-,26
C8688,おれは直角,36
C8690,DRAGON QUEST［第2期］,11
C8692,きんぎょ注意報!,108
C8694,トラップ一家物語,41
C8696,おばけの…ホーリー,200
C8698,太陽の勇者ファイバード,48
C8700,人魚姫マリーナの冒険,26
C8702,ゲッターロボ號,50
C8704,緊急発進セイバーキッズ,50
C8706,藤子不二雄Ⓐの 笑ゥせぇるすまん［第2期］,51
C8708,新世紀GPXサイバーフォーミュラ,37
C8710,絶対無敵ライジンオー,51
C8712,ジャンケンマン,51
C8718,少年アシベ,111
C8720,ハイスクールミステリー 学園七不思議,41
C8722,アニメ ひみつの花園,39
C8724,シティーハンター'91,13
C8726,おてんきボーイズ,30
C8728,ハローESCARGOT島,100
C8734,機甲警察メタルジャック,37
C8736,ちいさなおばけアッチ コッチ ソッチ,99
C8738,21エモン,39
C8740,OH! Myコンブ,44
C8746,おにいさまへ…,45
C8758,魔法のプリンセス ミンキーモモ［新］,62
C8760,ゲンジ通信あげだま,51
C8762,キン肉マン キン肉星王位争奪編,46
C8764,楽しいムーミン一家 冒険日記,26
C8766,燃えろ! トップストライカー,49
C8768,炎の闘球児 ドッジ弾平,48
C8770,横山光輝 三国志,47
C8776,DRAGON QUEST ダイの大冒険,46
C8780,丸出だめ夫,47
C8782,わたしとわたし -ふたりのロッテ-,29
C8784,ウルトラマンキッズ 母をたずねて3000万光年,26
C8790,ママは小学4年生,51
C8792,大草原の小さな天使 ブッシュベイビー,40
C8794,花の魔法使い マリーベル,50
C8798,伝説の勇者ダ・ガーン,46
C8804,宇宙の騎士テッカマンブレード,50
C8806,美少女戦士セーラームーン,46
C8808,藤子不二雄Ⓐのさすらいくん,14
C8810,地球SOS それいけコロリン,26
C8812,メダロット魂,39
C8814,STRaNGE DaWN,5
C8815,うちのショコラ,98
C8817,ドンラゴン,12
C8821,蒼き伝説シュート!,58
C8825,しましまとらの しまじろう,751
C8835,赤ずきんチャチャ,74
C8837,七つの海のティコ,38
C8838,キューティーハニーF,39
C8840,ケロケロちゃいむ,30
C8842,新 天地無用!,26
C8844,手塚治虫の 旧約聖書物語 In The Beginning,26
C8846,ポケットモンスター,154
C8847,クッキングパパ,157
C8849,クレヨンしんちゃん,1926
C8853,あしたへフリーキック,52
C8855,まぼろしまぼちゃん,24
C8857,見ると強くなる痛快! 横綱アニメ ああ播磨灘,23
C8867,スーパービックリマン,44
C8869,妖精ディック,26
C8883,おやゆび姫物語,26
C8885,姫ちゃんのリボン,64
C8887,少年アシベ2,75
C8889,ツヨシしっかりしなさい,112
C8891,ノンタンと いっしょ,258
C8893,スーパーヅガン,42
C8895,南国年パプワくん,42
C8897,フランダースの犬 -ぼくのパトラッシュ-,24
C8899,幽☆遊☆白書,112
C8901,風の中の少女 金髪のジェニー,52
C8903,カリメロ（新）,52
C8909,コボちゃん［シリーズ］,123
C8923,ミラクル★ガールズ,51
C8925,若草物語 ナンとジョー先生,40
C8927,無責任艦長タイラー,26
C8929,勇者特急マイトガイン,47
C8933,熱血最強ゴウザウラー,51
C8935,美少女戦士セーラームーンR,43
C8939,機動戦士Vガンダム,51
C8941,恐竜惑星,60
C8943,ポコニャン!,170
C8945,疾風!アイアンリーガー,52
C8949,剣勇伝説YAIBA,52
C8951,忍たま 乱太郎［第1期］,95
C8953,GS美神,45
C8955,さくらももこ劇場 コジコジ,100
C8957,吸血姫 美夕,25
C8959,発明BOYカニパン,31
C8961,serial experiments laｉn,13
C8967,ももいろシスターズ,23
C8973,時空探偵ゲンシクン,39
C8975,彼氏彼女の事情,34
C8977,突撃!パッパラ隊,25
C8979,魔術士オーフェン,24
C8981,ガサラキ,25
C8992,勇者警察ジェイデッカー,48
C8998,ママレ～ド❤ボ～イ,76
C9000,美少女戦士セーラームーンS,38
C9002,モンタナ・ジョーンズ,52
C9004,3丁目のタマ うちのタマ 知りませんか?［シリーズ］,51
C9006,ゴールFH,39
C9008,ジーンダイバー,56
C9010,〔○超〕くせになりそう❤,39
C9012,覇王大系リューナイト,52
C9014,レッドバロン,49
C9016,白雪姫の伝説,52
C9018,とっても!ラッキーマン,50
C9020,おまかせスクラッパーズ,39
C9022,銀河戦国群雄伝ライ,52
C9024,ヤマトタケル,37
C9026,機動武闘伝Gガンダム,52
C9028,サッカーフィーバー,52
C9056,メタルファイター❤MIKU,13
C9062,ハックルベリー・フィン物語,26
C9066,学校のコワイうわさ 花子さんがきた!! [第1期],10
C9072,とんでぶーりん,51
C9080,親子クラブ,1363
C9082,忍たま乱太郎 第2期,120
C9084,BLUE SEED,26
C9088,D・N・A2 ～何処かでなくしたあいつのアイツ～,12
C9090,魔法陣グルグル,45
C9092,マクロス7,49
C9094,魔法騎士レイアース,50
C9096,キャプテン翼J,47
C9102,真拳伝説タイトロード,13
C9110,サイボーグ花ちゃん,12
C9120,空想科学世界ガリバーボーイ,50
C9122,ちびまる子ちゃん［新］,994
C9124,鬼神童子ZENKI,51
C9126,NINKŪ -忍空-,55
C9128,ロミオの青い空,33
C9140,黄金勇者ゴルドラン,48
C9146,美少女戦士セーラームーンSuperS,42
C9152,恐竜冒険記 ジュラトリッパー,39
C9154,天地無用!,26
C9156,あずきちゃん,39
C9160,愛天使伝説ウェディングピーチ,51
C9162,ヤンボウ ニンボウ トンボウ,39
C9164,行け! 稲中卓球部,52
C9172,十二戦支爆烈エトレンジャー,39
C9174,新機動戦記ガンダムW,49
C9176,スレイヤーズ,26
C9179,クマのプー太郎,90
C9181,カラオケ戦士マイク次郎[25分版],20
C9189,ロボットパルタ［シリーズ］,25
C9193,アリス 探偵局[第1期],28
C9197,ニャッキ!,30
C9201,BｉT the CUPID,48
C9203,Jam the HOUSNAIL,12
C9205,ガンバリスト!駿,30
C9207,赤ちゃんと僕,35
C9213,はりもぐハーリー[第1期],80
C9215,夢のクレヨン王国,70
C9217,マスターモスキートン'99,26
C9221,ハニ太郎です。,70
C9223,ぼのぼの,48
C9235,ナースエンジェルりりかSOS,35
C9243,忍たま乱太郎[第3期],120
C9245,爆れつハンター,26
C9247,モジャ公,74
C9249,新世紀エヴァンゲリオン,26
C9251,闘魔鬼神伝ONI,25
C9253,ドッカン! ロボ天どん,26
C9255,神秘の世界 エルハザード,26
C9257,バーチャファイター[第1期],24
C9259,怪盗セイント・テール,43
C9277,ゲゲゲの鬼太郎[第4作],114
C9279,爆走兄弟レッツ＆ゴー!!,52
C9281,バケツでごはん,20
